Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/13 15:32,15,803DE4A90,21,803F1D770,1432554.25,Yen,1432554.25,Yen,ACH,1
2022/09/10 03:19,2843,80148AFC0,908,80371E350,1324.56,US Dollar,1324.56,US Dollar,Cheque,0
2022/09/01 11:51,70,100428660,1467,80858B5B0,228.51,US Dollar,228.51,US Dollar,Credit Card,0
2022/09/06 13:10,18097,8036D3410,18097,8037E9ED0,1369.55,Yuan,1369.55,Yuan,Credit Card,0
2022/09/10 11:58,10,800CBCC90,4503,80977C660,1815.62,US Dollar,1815.62,US Dollar,Credit Card,0
2022/09/06 22:30,123773,80BF823E0,15695,8120D1120,20142.97,US Dollar,20142.97,US Dollar,Cheque,0
2022/09/01 00:24,14433,806D1A110,17401,809C5FB90,173.05,US Dollar,173.05,US Dollar,Credit Card,0
2022/09/05 00:00,18549,80DE94DB0,21940,802359D40,108.87,US Dollar,108.87,US Dollar,Credit Card,0
2022/09/07 15:28,225734,8094BBBD0,25665,80961B990,30.15,Canadian Dollar,30.15,Canadian Dollar,Wire,0
2022/09/01 23:26,215803,8077E98D0,31799,80D7EF600,865.75,Euro,865.75,Euro,Cheque,0
2022/09/06 10:33,1267,800E00D50,14,801ED33F0,263.34,Yuan,263.34,Yuan,ACH,0
2022/09/05 01:14,217,8000D1060,142950,8100DB9F0,17373.4,Shekel,17373.4,Shekel,Cheque,0
2022/09/02 06:30,122545,8085E8480,122405,8085E7FB0,151.0,UK Pound,151.0,UK Pound,ACH,0
2022/09/01 15:23,1490,801F29E80,21745,8069BF540,4069.81,Euro,4069.81,Euro,ACH,0
2022/09/02 04:49,28771,805109C50,28771,805109C50,503.21,Euro,589.66,US Dollar,ACH,0
2022/09/05 09:54,19818,80B16FF40,12735,801658A00,14711.07,US Dollar,14711.07,US Dollar,ACH,1
2022/09/06 10:40,28,80A43F620,13649,8099A7B50,90240.71,Yuan,90240.71,Yuan,ACH,1
2022/09/05 20:54,225,813DA3221,126,813EA9A11,0.304129,Bitcoin,0.304129,Bitcoin,Bitcoin,0
2022/09/02 06:22,70,1004286A8,21749,80D8A9A40,591.01,Euro,591.01,Euro,Cheque,1
2022/09/09 19:16,3489,802111CD0,23,80787FC40,14543.23,Euro,14543.23,Euro,Credit Card,0
2022/09/01 17:38,1411,8070FA090,6075,8070FA1D0,37345.31,US Dollar,37345.31,US Dollar,ACH,1
2022/09/07 04:15,1501,80BA27BB0,31720,80BA214C0,1666.03,Euro,1666.03,Euro,ACH,0
2022/09/01 00:23,16792,806EC1090,16792,806EC1090,61788.45,Ruble,61788.45,Ruble,Reinvestment,0
2022/09/03 12:01,70,100428660,1674,8017CF600,923.85,US Dollar,923.85,US Dollar,Credit Card,0
2022/09/07 15:53,12,80C056340,214,80C50F650,11822.58,Mexican Peso,11822.58,Mexican Peso,Credit Card,0
2022/09/06 10:21,110603,809936360,21831,807BFE2C0,15377.24,Euro,15377.24,Euro,ACH,1
2022/09/12 14:41,20,8001C97D0,22,80010F3C0,1001.16,Euro,1001.16,Euro,ACH,1
2022/09/01 01:17,70,1004286A8,22,8009B5120,53.6,Euro,53.6,Euro,Credit Card,0
2022/09/01 01:18,70,100428780,13157,8050CF030,33883.92,Rupee,33883.92,Rupee,Cheque,0
2022/09/06 05:02,28416,80AF84530,26174,809CC4600,13024965.19,Canadian Dollar,13024965.19,Canadian Dollar,ACH,1
2022/09/02 06:44,2952,802682BE0,12893,806199C60,18735.98,US Dollar,18735.98,US Dollar,Cash,0
2022/09/06 13:03,70,1004287C8,28,806AA6820,87171.04,Ruble,87171.04,Ruble,Cheque,0
2022/09/01 23:48,128590,80B0E3CC0,128590,80B0E3CC0,21.17,Australian Dollar,21.17,Australian Dollar,Reinvestment,0
2022/09/03 11:03,210829,80BB6EDC0,27365,80E086600,250.98,Euro,250.98,Euro,Cheque,0
2022/09/01 23:06,70,100428978,240018,80E7E6490,120968.3,Swiss Franc,120968.3,Swiss Franc,Cash,0
2022/09/09 08:56,11904,80272C000,22345,802C32000,232.95,US Dollar,232.95,US Dollar,Credit Card,0
2022/09/05 00:59,70,100428660,19474,80D0B60A0,11.61,US Dollar,11.61,US Dollar,Credit Card,0
2022/09/05 08:28,10,8001D2B30,1292,8002390F0,460.39,US Dollar,460.39,US Dollar,Credit Card,0
2022/09/07 15:10,70,100428660,213580,807CB9A90,204.63,US Dollar,204.63,US Dollar,Credit Card,1
2022/09/06 18:21,1,8000555D0,10,8001F1E50,192.1,US Dollar,192.1,US Dollar,Cheque,0
2022/09/03 21:28,70,1004286A8,210431,805497E10,99.98,Euro,99.98,Euro,Cheque,1
2022/09/01 21:14,32375,8108748D0,132923,813061770,96.74,US Dollar,96.74,US Dollar,Cheque,0
2022/09/08 17:08,150240,812D22980,48309,811C599A0,69596.64,Saudi Riyal,69596.64,Saudi Riyal,ACH,1
2022/09/14 03:02,111433,80649BBB0,12,8006757B0,8647.96,Euro,8647.96,Euro,ACH,1
2022/09/03 12:53,3489,8052C16C0,27920,81165C4D0,105.47,Euro,105.47,Euro,Cheque,0
2022/09/06 19:21,22758,803D4D2C0,8074,808F58BB0,3246.61,Euro,3246.61,Euro,Cheque,0
2022/09/03 03:04,20727,8088DA290,22806,80A69DCF0,1838.22,Euro,1838.22,Euro,Cash,0
2022/09/09 15:51,1669,800F0D3A0,2467,8014DD410,677.83,Euro,677.83,Euro,ACH,0
2022/09/08 10:22,214615,8075AC7C0,5464,8026D5C10,1658.03,Euro,1658.03,Euro,ACH,1
2022/09/08 08:50,231004,80DDC3890,21918,801112050,1466.08,Euro,1466.08,Euro,ACH,1
2022/09/03 04:10,70,100428660,111764,80DA37190,13131.12,US Dollar,13131.12,US Dollar,Cheque,1
2022/09/06 15:50,115359,8089F24B0,19329,8089F2A50,256.12,US Dollar,256.12,US Dollar,ACH,1
2022/09/06 07:30,18200,804F40B50,3,805391D10,52.76,Yuan,52.76,Yuan,Credit Card,0
2022/09/07 04:54,1420,80072F990,14433,80371F490,1563.62,US Dollar,1563.62,US Dollar,Cheque,0
2022/09/07 06:19,214308,805520800,13969,805521280,1756849.91,Rupee,1756849.91,Rupee,ACH,0
2022/09/01 00:27,8771,80117DEA0,8771,80117DEA0,215001.21,US Dollar,215001.21,US Dollar,Reinvestment,0
2022/09/07 00:53,23691,8021353D0,15231,80266F880,6149.56,Euro,6149.56,Euro,ACH,1
2022/09/06 04:23,1267,8030004E0,234331,80CDAB750,118461.68,Mexican Peso,118461.68,Mexican Peso,ACH,1
2022/09/12 09:29,232391,80C8966E0,1244,803421B00,9291.8,US Dollar,9291.8,US Dollar,ACH,1
2022/09/02 21:33,21174,800CBC790,137357,810765A30,96940.31,US Dollar,96940.31,US Dollar,Cheque,0
2022/09/06 16:07,18196,80B1BF360,12461,80CE75620,7524.73,Euro,7524.73,Euro,ACH,1
2022/09/07 17:18,143242,810275F80,43460,8114AAFA0,9362.2,Shekel,9362.2,Shekel,Cheque,0
2022/09/07 15:23,1,8001BA930,22,8000EFAA0,3698.6,Euro,3698.6,Euro,ACH,1
2022/09/07 08:33,26,80767C8F0,7,808CC9730,3944.82,UK Pound,3944.82,UK Pound,Credit Card,0
2022/09/09 11:13,4600,8020080D0,1522,8022F5420,14365.78,Euro,14365.78,Euro,Credit Card,0
2022/09/03 18:13,113685,80DF654B0,26302,809DACA80,22969.99,Canadian Dollar,22969.99,Canadian Dollar,ACH,1
2022/09/04 09:55,287,806565710,116781,806565980,777638.6,Ruble,777638.6,Ruble,ACH,1
2022/09/10 23:07,70,100428660,2991,8019FC840,224.38,US Dollar,224.38,US Dollar,Credit Card,0
2022/09/05 19:08,115363,807C9CE40,12979,807C9CDF0,40978.36,US Dollar,40978.36,US Dollar,ACH,0
2022/09/02 08:10,70,100428780,71,804B7DCC0,1935507.71,Rupee,1935507.71,Rupee,Credit Card,0
2022/09/07 18:47,70,100428930,235509,80CE156A0,3535.83,Brazil Real,3535.83,Brazil Real,Cheque,0
2022/09/05 11:57,70,1004286A8,220967,811040DA0,11634.44,Euro,11634.44,Euro,Cheque,0
2022/09/02 01:07,14254,80B9A9CF0,29794,811617270,818536.77,Euro,818536.77,Euro,Cheque,0
2022/09/09 17:49,70,100428660,111425,804601BE0,6064.78,US Dollar,6064.78,US Dollar,Cheque,0
2022/09/05 21:01,12,80010F6E0,1,800267D90,1766.46,US Dollar,1766.46,US Dollar,Credit Card,0
2022/09/08 03:01,23,801553500,221198,80AC02290,432.85,Euro,432.85,Euro,Cheque,0
2022/09/09 04:37,111631,80DFE54F0,29279,811E318A0,63.24,US Dollar,63.24,US Dollar,Cheque,0
2022/09/09 23:15,4726,80437D340,1,808C5BC20,29.01,US Dollar,29.01,US Dollar,Cash,0
2022/09/09 22:28,223030,80E698CE0,13959,81028B010,894.46,Euro,894.46,Euro,Cheque,0
2022/09/08 21:32,70,100428A51,124,81370B681,0.004656,Bitcoin,0.004656,Bitcoin,Bitcoin,0
2022/09/08 23:53,210431,809BFD6B0,1241,805B0A6A0,3843.49,US Dollar,3843.49,US Dollar,ACH,1
2022/09/01 00:05,15,8134332A1,15,8134332A1,6.682632,Bitcoin,6.682632,Bitcoin,Bitcoin,0
2022/09/01 00:24,33739,80C600790,33739,80C600790,209.65,Mexican Peso,209.65,Mexican Peso,Reinvestment,0
2022/09/02 15:19,346246,810ECD4D0,14,810ECFBE0,708.79,Shekel,708.79,Shekel,Cheque,0
2022/09/08 21:18,15964,808323650,5365,8083236A0,1284.62,Euro,1284.62,Euro,ACH,1
2022/09/01 09:06,15231,80266F880,23691,8021353D0,25.22,Euro,25.22,Euro,ACH,1
2022/09/02 21:32,214,80B708400,27,80C975B30,61043999.64,Mexican Peso,61043999.64,Mexican Peso,ACH,0
2022/09/05 00:23,5329,811CA8CE0,26624,80BAB1B90,6.74,Euro,6.74,Euro,Credit Card,0
2022/09/07 05:00,16450,8043853D0,17610,80B690C70,1342.31,Euro,1342.31,Euro,Cheque,0
2022/09/06 02:07,3514,809471460,5175,8122DD630,128367.59,Euro,128367.59,Euro,Wire,0
2022/09/09 22:07,3,8031EA090,20,8035A3150,188872.12,Yuan,188872.12,Yuan,ACH,0
2022/09/02 20:14,21575,8009B7F30,1047,800F51380,49.06,US Dollar,49.06,US Dollar,Cash,0
2022/09/11 12:50,248857,811D70040,21940,80239A430,5877.78,US Dollar,5877.78,US Dollar,ACH,1
2022/09/06 04:17,12,804C039B0,13157,804FCD2B0,113988940.49,Rupee,113988940.49,Rupee,ACH,0
2022/09/01 06:07,12803,80C987C00,28800,80C988190,1657.88,US Dollar,1657.88,US Dollar,ACH,1
2022/09/02 00:21,16418,80E27A3A0,21745,802661EC0,34.97,Euro,34.97,Euro,Credit Card,0
2022/09/09 13:01,20,80016A6A0,23,8002BCFF0,14053.59,Euro,14053.59,Euro,ACH,1
2022/09/07 04:07,220,811338330,14,811898A10,15.37,Shekel,15.37,Shekel,Wire,0
2022/09/06 07:50,10709,80DF5EA10,29069,80DF5EA60,2883.86,Euro,2883.86,Euro,ACH,1
2022/09/02 22:14,1411,800A52890,20898,80C25A270,2944.89,US Dollar,2944.89,US Dollar,Credit Card,0
2022/09/10 19:22,18475,8031E9940,30465,80D9A76D0,31682.13,Yuan,31682.13,Yuan,Cheque,0
2022/09/01 18:07,1674,808FD2E70,23885,808FD4310,1444.18,US Dollar,1444.18,US Dollar,ACH,1
2022/09/02 13:47,117698,80B500AB0,3489,8104425F0,588.17,Euro,588.17,Euro,Cheque,0
2022/09/06 13:20,110603,806E72870,13145,80145D800,19609.12,US Dollar,19609.12,US Dollar,ACH,1
2022/09/02 15:53,3,804A810C0,112064,804AAA9F0,16653.19,Rupee,16653.19,Rupee,ACH,0
2022/09/03 18:02,11402,809ACCF50,11402,80C3DCB00,70967.74,Yen,70967.74,Yen,Credit Card,0
2022/09/01 01:51,7,807691290,20486,808ACE390,417.65,UK Pound,417.65,UK Pound,Cheque,0
2022/09/06 23:58,8805,80968EEB0,111631,8104F2EA0,271174.7,US Dollar,271174.7,US Dollar,Cheque,0
2022/09/08 09:57,1068,801972910,4403,803180A80,2.67,US Dollar,2.67,US Dollar,ACH,0
2022/09/09 07:19,10,8022DD740,28694,80FF14150,155.79,US Dollar,155.79,US Dollar,Credit Card,0
2022/09/02 19:28,70,1004286A8,2591,80A1C7710,2422.24,Euro,2422.24,Euro,Cheque,1
2022/09/09 16:15,21813,810B33380,251202,81365EE00,28066.1,US Dollar,28066.1,US Dollar,Credit Card,0
2022/09/04 23:51,25866,802792140,25536,80314E060,14034.55,Euro,14034.55,Euro,Credit Card,0
2022/09/06 22:45,9,80615B3D0,10,80617B250,177673.93,Ruble,177673.93,Ruble,ACH,1
2022/09/07 08:30,227786,80E096420,27444,80FD7A0C0,1480.64,US Dollar,1480.64,US Dollar,ACH,0
2022/09/12 14:01,27217,80CE74A30,220,8012CD590,2605.76,US Dollar,2605.76,US Dollar,ACH,1
2022/09/01 21:10,15964,81096C290,15964,81096C290,18.48,Euro,18.48,Euro,Reinvestment,0
2022/09/02 16:30,1068,80164BA20,1124,801BEB2B0,3306.18,US Dollar,3306.18,US Dollar,Cheque,0
2022/09/06 04:20,111764,805925930,1686,8063D3C00,370.24,US Dollar,370.24,US Dollar,Cheque,0
2022/09/10 19:03,1688,8010940E0,2053,801094270,4094.72,US Dollar,4094.72,US Dollar,ACH,1
2022/09/02 04:39,16,804AB3870,113523,805FE2F90,331012.05,Rupee,331012.05,Rupee,Cheque,0
2022/09/05 17:18,222,811B83280,48309,811C599A0,50662.36,Saudi Riyal,50662.36,Saudi Riyal,ACH,1
2022/09/12 17:00,235509,80CEC5700,12979,80593EE80,17462.31,US Dollar,17462.31,US Dollar,ACH,1
2022/09/08 05:11,2439,8097B2C00,17729,811822510,331.52,US Dollar,331.52,US Dollar,Credit Card,0
2022/09/02 05:40,10057,80435C9F0,29467,80435CA90,3137672.39,Yen,3137672.39,Yen,ACH,1
2022/09/05 18:55,29992,80B1BECA0,222965,80B1D4530,79482392.22,Yuan,79482392.22,Yuan,Cheque,0
2022/09/01 22:32,70,100428660,26698,80A778170,1334.98,US Dollar,1334.98,US Dollar,Cheque,0
2022/09/10 14:58,1502,800296920,22,8000FC360,12030.97,Euro,12030.97,Euro,ACH,1
2022/09/02 08:59,1502,802508370,25866,810E370F0,618.65,Euro,618.65,Euro,Cheque,0
2022/09/10 20:23,214,80C506E10,34506,814916B10,145.66,Mexican Peso,145.66,Mexican Peso,Credit Card,0
2022/09/03 10:31,22806,80E6B1A90,8771,80C6F48A0,16865.15,US Dollar,16865.15,US Dollar,ACH,1
2022/09/08 04:27,5365,8029B0790,112212,8068066A0,2456.61,Euro,2456.61,Euro,Cheque,0
2022/09/14 15:53,12979,80593EE80,1,8029FC480,14246.44,US Dollar,14246.44,US Dollar,ACH,1
2022/09/17 17:23,118,811B6E170,118,811B6E170,11868.44,Saudi Riyal,11868.44,Saudi Riyal,ACH,1
2022/09/08 07:47,23,801DF5760,16354,812ADD5A0,415.21,Euro,415.21,Euro,Cheque,0
2022/09/07 15:18,113060,805AD2D20,513,8027C1CE0,12020.12,US Dollar,12020.12,US Dollar,ACH,1
2022/09/02 15:14,27217,80B855930,14277,80B847A90,3548.11,Euro,3548.11,Euro,ACH,0
2022/09/05 07:18,12,80024F0C0,1,80039D920,2757.42,US Dollar,2757.42,US Dollar,Credit Card,0
2022/09/10 16:56,1068,8016D3DD0,12381,8016D78A0,140.25,US Dollar,140.25,US Dollar,ACH,1
2022/09/01 13:11,214,8000A2A00,24779,8090B5E90,3797.23,Canadian Dollar,3797.23,Canadian Dollar,Cheque,0
2022/09/09 00:14,10,800A87F40,2947,8011F0320,7988.98,US Dollar,7988.98,US Dollar,Cheque,0
2022/09/12 18:54,121580,808442C20,27755,80A2DF610,16989.57,Australian Dollar,16989.57,Australian Dollar,ACH,1
2022/09/08 05:57,1420,800DEE270,4726,80710AD60,500.02,US Dollar,500.02,US Dollar,Cash,0
2022/09/01 17:28,70,1004287C8,9,806F83270,61461.61,Ruble,61461.61,Ruble,Cheque,1
2022/09/03 06:03,70,100428660,16606,810EF66A0,22115.79,US Dollar,22115.79,US Dollar,Credit Card,1
2022/09/05 04:34,12381,803306D10,219860,80894B530,966.67,US Dollar,966.67,US Dollar,Cheque,0
2022/09/01 14:49,16136,808E53900,19535,808E53A90,3159.61,US Dollar,3159.61,US Dollar,ACH,1
2022/09/08 15:22,4523,8024C5B10,25547,8024C5A70,4741.82,US Dollar,4741.82,US Dollar,ACH,0
2022/09/09 18:17,28,80A2B3920,28531,80A730DC0,40.05,Australian Dollar,40.05,Australian Dollar,Cheque,0
2022/09/08 03:39,23,8005E56B0,11056,802714980,72.45,Euro,72.45,Euro,Wire,0
2022/09/03 06:02,1547,8009D22A0,11,800ADF570,15585.75,Euro,15585.75,Euro,Cheque,0
2022/09/08 16:22,27535,810DD37F0,12513,810DD3890,3394.34,Euro,3394.34,Euro,ACH,1
2022/09/02 08:10,314216,80B529C10,29794,80B520BC0,497.2,Euro,497.2,Euro,ACH,0
2022/09/06 16:53,210,80916D550,126200,809EFAE60,0.56,Canadian Dollar,0.56,Canadian Dollar,ACH,0
2022/09/08 11:46,22164,801CEA530,27637,80E30FD40,351.69,US Dollar,351.69,US Dollar,Cheque,0
2022/09/08 05:23,233168,80DF9EF10,143947,810B4B330,18754.42,US Dollar,18754.42,US Dollar,Credit Card,0
2022/09/10 09:52,70,100428660,11899,80788FD10,71683.85,US Dollar,71683.85,US Dollar,Cheque,1
2022/09/07 17:29,9679,80452D470,112497,804B57D80,1003214.81,Rupee,1003214.81,Rupee,ACH,1
2022/09/02 00:05,1267,8031DD260,235308,80DE00390,252.58,Yuan,252.58,Yuan,Credit Card,0
2022/09/12 03:54,138335,80E7D5AB0,225263,80E6BFD50,3281.94,US Dollar,3281.94,US Dollar,ACH,1
2022/09/09 12:39,13862,802623E50,20,802A49520,265.92,Euro,265.92,Euro,Cheque,0
2022/09/02 09:26,212,808AD5940,23501,808CB8B00,8427.3,UK Pound,8427.3,UK Pound,Credit Card,0
2022/09/06 03:19,13265,8014F42D0,13083,802E571A0,3688.82,Euro,3688.82,Euro,Credit Card,0
2022/09/09 07:19,13345,8020A69F0,3655,801EFEE50,6213.01,Euro,6213.01,Euro,ACH,0
2022/09/04 00:44,19329,805A91C10,13264,80C208360,5698.16,US Dollar,5698.16,US Dollar,ACH,1
2022/09/01 18:44,21611,80A9F8E50,8805,811189010,1664.65,US Dollar,1664.65,US Dollar,Cheque,0
2022/09/03 11:44,28,80A969390,129171,80ADE8A30,12871.03,Australian Dollar,12871.03,Australian Dollar,Cheque,0
2022/09/09 07:56,220083,80A70A630,22345,80F92F290,36.63,US Dollar,36.63,US Dollar,ACH,0
2022/09/08 02:21,235509,80CE12BF0,211,80DA29F90,1304.84,Brazil Real,1304.84,Brazil Real,Cheque,0
2022/09/12 13:16,17729,80720B3B0,3149,8032FADC0,5372.23,US Dollar,5372.23,US Dollar,ACH,1
2022/09/09 00:31,5328,802D6A5B0,15231,8068A2690,5704.87,Euro,5704.87,Euro,Cash,0
2022/09/04 07:40,7,800087A50,13667,804FF0330,34866.08,Rupee,34866.08,Rupee,Credit Card,0
2022/09/06 12:17,33355,81015A8F0,240648,81303B1E0,1524.55,US Dollar,1524.55,US Dollar,Cheque,0
2022/09/06 09:52,112064,8055D4660,214050,805F841F0,194252495.64,Rupee,194252495.64,Rupee,Cheque,0
2022/09/07 01:20,18049,808FF9D10,13345,80DCA1500,1141.65,Euro,1141.65,Euro,Wire,0
2022/09/07 17:25,70,100428810,221765,808ACB6C0,4763.53,UK Pound,4763.53,UK Pound,Credit Card,1
2022/09/06 20:17,70,1004288A0,28237,80A8B93D0,256011.36,Australian Dollar,256011.36,Australian Dollar,Cash,0
2022/09/12 16:20,4726,802E2AD70,11,80313BBD0,3823.08,Euro,3823.08,Euro,ACH,1
2022/09/01 00:04,119,811C597B0,48309,811C599A0,34254.65,Saudi Riyal,34254.65,Saudi Riyal,ACH,1
2022/09/02 00:55,18549,80E055B20,2824,810ADD3D0,1097.21,US Dollar,1097.21,US Dollar,Credit Card,0
2022/09/01 08:51,70,1004286A8,22758,8033FEFC0,5644.98,Euro,5644.98,Euro,Cheque,1
2022/09/01 00:10,1244,80C641940,1124,803AA63F0,53.45,US Dollar,53.45,US Dollar,Credit Card,0
2022/09/08 19:17,10,800E2BAF0,2627,802236BB0,480.07,US Dollar,480.07,US Dollar,Cheque,0
2022/09/05 03:02,70,1004286A8,27103,80699B530,928.54,Euro,928.54,Euro,Cheque,0
2022/09/01 21:07,11056,8008D34C0,28726,806C33AD0,59.85,Euro,59.85,Euro,Cheque,0
2022/09/01 00:28,321650,8083AD4E0,321650,8083AD4E0,870.65,UK Pound,870.65,UK Pound,Reinvestment,0
2022/09/02 06:16,40404,80F595190,241021,80F595370,4079.79,Swiss Franc,4079.79,Swiss Franc,ACH,1
2022/09/10 21:42,111326,805559D30,5425,805C93E20,2568.75,Euro,2568.75,Euro,ACH,1
2022/09/02 16:32,249118,811F73200,149340,812ABED00,972.55,Saudi Riyal,972.55,Saudi Riyal,Wire,0
2022/09/04 03:56,1024,8093A7CD0,14329,80BCE89B0,116.9,Euro,116.9,Euro,Cheque,0
2022/09/07 05:49,15,80387BDD0,29467,803A89D60,70036.71,Yen,70036.71,Yen,Credit Card,0
2022/09/03 19:40,21831,801CC29E0,14663,8021755A0,1995.34,Euro,1995.34,Euro,Cash,0
2022/09/09 02:05,26414,809D25590,125607,809D25A90,5956.59,Canadian Dollar,5956.59,Canadian Dollar,ACH,1
2022/09/06 05:12,1522,8006AEEC0,1522,800A02040,5.79,Euro,5.79,Euro,ACH,0
2022/09/01 01:26,35925,81181E7F0,35925,81181E7F0,6.98,US Dollar,6.98,US Dollar,Reinvestment,0
2022/09/04 16:37,220541,808612A10,220541,808612A10,248.71,Euro,225.63,UK Pound,ACH,0
2022/09/02 09:16,20822,80AA1AA10,20,8108EA750,193020.76,Yuan,193020.76,Yuan,Credit Card,0
2022/09/08 05:21,119,811BFEB00,48211,811EF3B80,407.76,Saudi Riyal,407.76,Saudi Riyal,Cash,0
2022/09/07 12:32,10099,803E0FC70,122545,8087B1360,4511.52,UK Pound,4511.52,UK Pound,ACH,1
2022/09/01 00:08,14433,803EC9860,26024,805213DD0,21494.2,US Dollar,21494.2,US Dollar,Credit Card,0
2022/09/01 13:41,1665,80E6FEC10,1665,80E6FEC10,11.59,US Dollar,11.59,US Dollar,Reinvestment,0
2022/09/05 05:59,122463,808AC5D20,22957,808B5DA70,2241.58,UK Pound,2241.58,UK Pound,Credit Card,0
2022/09/05 03:48,70,1004286A8,23555,807B06D50,37.02,Euro,37.02,Euro,Credit Card,1
2022/09/14 09:29,19329,808B1C350,21550,80429A1C0,14189.54,US Dollar,14189.54,US Dollar,ACH,1
2022/09/04 18:26,110,80D6E94E0,29,80D890A70,2429.78,Brazil Real,2429.78,Brazil Real,Cheque,0
2022/09/05 00:29,1522,80055F090,1665,80054CAB0,19533.96,US Dollar,19533.96,US Dollar,ACH,1
2022/09/01 06:36,23,800240940,12797,801842E40,181.46,Euro,181.46,Euro,Credit Card,0
2022/09/02 12:29,348478,8127CD840,250188,8127CAC40,1766.28,Saudi Riyal,1766.28,Saudi Riyal,ACH,0
2022/09/06 10:02,53744,813D4BC01,126,813D4ADE1,1.979308,Bitcoin,1.979308,Bitcoin,Bitcoin,0
2022/09/02 06:00,4503,8067AD800,19318,8106B1750,92273.84,Yuan,92273.84,Yuan,ACH,1
2022/09/09 02:17,23842,8019C0990,16678,806E5B990,115934.73,Ruble,115934.73,Ruble,ACH,1
2022/09/09 12:39,122545,8086E1460,23370,808D97860,1240033.9,UK Pound,1240033.9,UK Pound,Cheque,0
2022/09/01 18:44,9,8060E7880,4,806116810,113147.21,Ruble,113147.21,Ruble,Cheque,0
2022/09/07 16:15,4,806156EE0,116425,806FC84C0,61238980.97,Ruble,61238980.97,Ruble,Cash,0
2022/09/01 20:48,10057,804117850,10057,804117850,727.52,Yen,727.52,Yen,Reinvestment,0
2022/09/02 00:55,32911,810B734A0,230257,810B5B9D0,125.23,Euro,125.23,Euro,ACH,0
2022/09/08 19:56,70,100428660,10,8008ACD90,1684.79,US Dollar,1684.79,US Dollar,Cash,0
2022/09/06 14:54,70,100428660,11107,800ACDA80,1373.31,US Dollar,1373.31,US Dollar,Credit Card,0
2022/09/04 16:33,217680,807873E40,1729,8078741A0,1146.35,US Dollar,1146.35,US Dollar,ACH,1
2022/09/01 00:07,13083,802811CE0,13083,802811CE0,4871.36,Euro,4871.36,Euro,Reinvestment,0
2022/09/02 12:35,119,810CC77C0,44451,81142D420,24746.07,Shekel,24746.07,Shekel,Credit Card,0
2022/09/09 10:12,30974,811E71060,19888,8079DDC30,18923.3,US Dollar,18923.3,US Dollar,ACH,1
2022/09/08 01:34,20,8007C4F50,14,802FC3A90,657.48,Yuan,657.48,Yuan,Credit Card,0
2022/09/02 06:16,126,8136E39D1,124,8136E42E1,0.308991,Bitcoin,0.308991,Bitcoin,Bitcoin,1
2022/09/02 21:02,143430,810249E90,246581,81128E700,3890.65,Shekel,3890.65,Shekel,Credit Card,0
2022/09/11 17:46,225690,80ABA62A0,111425,80AE269B0,14498.35,US Dollar,14498.35,US Dollar,ACH,1
2022/09/01 00:26,222363,80904F2A0,222363,80904F2A0,18.28,US Dollar,18.28,US Dollar,Reinvestment,0
2022/09/01 00:26,3883,80063D220,3883,80063D220,1218.47,Euro,1218.47,Euro,Reinvestment,0
2022/09/04 17:07,2591,80211CB70,3242,8080B08A0,19232.6,US Dollar,19232.6,US Dollar,ACH,1
2022/09/01 12:33,12735,8041EFE10,14325,808CDD630,34.55,US Dollar,34.55,US Dollar,Cash,0
2022/09/09 13:16,33806,80E3EC010,218885,80E3EBFC0,677.39,US Dollar,677.39,US Dollar,Cheque,0
2022/09/09 22:48,29467,80413DB10,210690,804667690,8691.81,Yen,8691.81,Yen,Cheque,0
2022/09/05 13:48,17327,80358CD00,14804,80F337410,12.03,US Dollar,12.03,US Dollar,ACH,0
2022/09/01 09:34,70,100428660,228921,80BC844A0,6883.8,US Dollar,6883.8,US Dollar,Credit Card,0
2022/09/04 18:46,17554,806B16210,29064,80A99BDA0,22780.84,Australian Dollar,22780.84,Australian Dollar,ACH,1
2022/09/09 21:06,24,803B8CD60,10057,8040BE8F0,95875.77,Yen,95875.77,Yen,Cash,0
2022/09/09 00:38,314045,811A3F6A0,15723,811A46F00,661.61,US Dollar,661.61,US Dollar,ACH,0
2022/09/01 07:44,21940,800BAEE20,12381,8017E3FE0,371.15,US Dollar,371.15,US Dollar,Credit Card,0
2022/09/10 17:38,18617,807101B00,115159,807101CE0,4164.9,US Dollar,4164.9,US Dollar,ACH,0
2022/09/06 15:53,21381,80309B680,9571,8038A7140,3213.14,Yuan,3213.14,Yuan,Credit Card,0
2022/09/10 06:26,70,100428A51,220,813E385A1,0.003436,Bitcoin,0.003436,Bitcoin,Bitcoin,0
2022/09/08 00:09,23,8068D8B80,19777,8094D52C0,19.26,Euro,19.26,Euro,Credit Card,0
2022/09/03 14:00,23,80037D780,11,8009E8660,1359.36,Euro,1359.36,Euro,Credit Card,0
2022/09/06 17:13,70,100428660,11318,8005E8B80,1525.05,US Dollar,1525.05,US Dollar,Cheque,0
2022/09/03 00:46,27140,80331DE30,219805,80A671210,3525.56,Euro,3525.56,Euro,ACH,1
2022/09/01 15:20,13029,804C9DF20,10,8084FBAF0,23.09,US Dollar,23.09,US Dollar,Cheque,0
2022/09/06 02:42,1124,801E531B0,21550,803461A00,3624.67,US Dollar,3624.67,US Dollar,Cheque,0
